PeakID (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	MYC_VEH_TagDir Tag Count in given bp (58211597.5 Total, normalization factor = 0.17, effective total = 10000000)
1-320	chr4	17848356	17849738	+	13.8	NA	intron (NM_001365665, intron 4 of 4)	L1P1|LINE|L1	38068	NM_022346	64151		NM_022346	ENSG00000109805	NCAPG	CAPG|CHCG|NY-MEL-3|YCG1	non-SMC condensin I complex subunit G	protein-coding	13.83
1-322	chr2	112749311	112750693	+	13.6	NA	intron (NM_001304361, intron 5 of 8)	intron (NM_001304361, intron 5 of 8)	14607	NR_130712	150468		NM_152515	ENSG00000169607	CKAP2L	-	cytoskeleton associated protein 2 like	protein-coding	13.57
1-324	chr16	46553985	46555367	+	13.3	NA	intron (NR_026556, intron 4 of 16)	LTR13|LTR|ERVK	14421	NR_026556	124149		NM_001004299		ANKRD26P1	-	ankyrin repeat domain 26 pseudogene 1	pseudo	13.31
1-323	chr8	41568977	41570359	+	13.3	NA	intron (NR_125824, intron 1 of 2)	AluSx1|SINE|Alu	-8532	NM_178819	137964		NM_178819	ENSG00000158669	GPAT4	1-AGPAT 6|AGPAT6|LPAAT-zeta|LPAATZ|TSARG7	glycerol-3-phosphate acyltransferase 4	protein-coding	13.31
1-327	chr5	126844996	126846378	+	13.1	NA	Intergenic	LTR7|LTR|ERV1	68551	NM_001198557	4001		NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB|MCPH26	lamin B1	protein-coding	13.06
1-326	chr13	60137404	60138786	+	13.1	NA	intron (NM_001042517, intron 1 of 27)	intron (NM_001042517, intron 1 of 27)	-6603	NR_046540	100874196		NR_046540		DIAPH3-AS2	DIPAH3-AS2	DIAPH3 antisense RNA 2	ncRNA	13.14
1-325	chr3	99794340	99795722	+	13.1	NA	exon (NM_020351, exon 4 of 4)	exon (NM_020351, exon 4 of 4)	-22831	NM_032359	84319		NM_032359	ENSG00000184220	CMSS1	C3orf26	cms1 ribosomal small subunit homolog	protein-coding	13.14
1-328	chr4	127870577	127871959	+	12.9	NA	Intergenic	Intergenic	-9625	NM_014264	10733		NM_014264	ENSG00000142731	PLK4	MCCRP2|SAK|STK18	polo like kinase 4	protein-coding	12.88
1-329	chr3	100022533	100023915	+	12.8	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	-58826	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA	12.80
1-330	chr3	150711926	150713308	+	12.0	NA	intron (NR_121674, intron 3 of 3)	L1P3|LINE|L1	8642	NR_121674	101928085		NR_121674	ENSG00000240137	ERICH6-AS1	-	ERICH6 antisense RNA 1	ncRNA	12.03
1-331	chr4	17762320	17763702	+	11.8	NA	intron (NM_015688, intron 1 of 17)	intron (NM_015688, intron 1 of 17)	18610	NM_015688	27146		NM_015688	ENSG00000047662	FAM184B	-	family with sequence similarity 184 member B	protein-coding	11.77
1-332	chr15	40136713	40138095	+	11.6	NA	Intergenic	Intergenic	-23665	NM_001211	701		NM_001211	ENSG00000156970	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding	11.51
1-333	chr8	69569735	69571117	+	11.5	NA	intron (NM_015170, intron 5 of 22)	intron (NM_015170, intron 5 of 22)	-22474	NR_132437	23213		NM_015170	ENSG00000137573	SULF1	SULF-1	sulfatase 1	protein-coding	11.51
